C0220597	Adult Hodgkin Lymphoma
C4225157	FAMILIAL ADENOMATOUS POLYPOSIS 3
C1866282	CEROID LIPOFUSCINOSIS, NEURONAL, 6
C3281234	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9
C3281235	BARAITSER-WINTER SYNDROME 2
C3281236	DYSTONIA 21
C1854150	Charcot-Marie-Tooth disease, Type 2B2
C0019054	Hemolysis (disorder)
C0019050	Hemoglobinuria, Paroxysmal
C2936791	Antley-Bixler Syndrome, Autosomal Dominant
C0858355	Addicted to cocaine
C1336078	Papillary renal cell carcinoma, sporadic
C0022360	Jaw Abnormalities
C0496956	Neoplasm of uncertain or unknown behavior of breast
C0403812	Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa
C4316787	Kenny-Caffey syndrome, type 2
C0027709	Nephrocalcinosis
C0027708	Nephroblastoma
C4748940	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1G
C0027707	Nephritis, Interstitial
C0027706	Hereditary nephritis
C4316788	Abnormality of the intestine
C4316789	Partial lipodystrophy
C4748946	CARDIAC-UROGENITAL SYNDROME
C4721531	HYPER-IgE RECURRENT INFECTION SYNDROME 1, AUTOSOMAL DOMINANT
C4721532	Lymphoma, Non-Hodgkin, Familial
C0023798	Lipoma
C1862190	BLOOD GROUP--WRIGHT ANTIGEN
C1862191	BLOOD GROUP--WALDNER TYPE
C0949445	Cervical Dystonia
C0949331	Gonadal Agenesis
C0032230	Pleural Rub
C1335167	Ovarian Mucinous Adenocarcinoma
C1290537	Amelogenesis imperfecta pigmented hypomaturation type
C1851585	MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA
C3495438	Macular Degeneration, Age-Related, 2
C0017185	Gastrointestinal Neoplasms
C0270210	Lucey-Driscoll syndrome (disorder)
C0017181	Gastrointestinal Hemorrhage
C3279564	Osteogenesis Imperfecta, Type VI
C2700406	SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 1 (finding)
C0555198	Malignant Glioma
C0220621	Childhood Acute Myeloid Leukemia
C0018989	Hemiparesis
C0039841	Thiamine Deficiency
C0428791	Aortic valve calcification
C0018984	Hemicrania migraine
C2930930	Abdominal obesity metabolic syndrome
C1863959	Hyperthyroidism, Familial Gestational
C0268548	Hyperargininemia
C2931118	Megalocytic interstitial nephritis
C0151779	Cutaneous Melanoma
C1864670	Neuronal Ceroid Lipofuscinosis, Congenital
C0268547	Argininosuccinic Aciduria
C2931112	Myostatin-related muscle hypertrophy
C0035344	Retinopathy of Prematurity
C0268542	Ornithine carbamoyltransferase deficiency
C3665473	Bilateral Deafness
C0032002	Pituitary Diseases
C1839840	MALE PSEUDOHERMAPHRODITISM: DEFICIENCY OF TESTICULAR 17,20-DESMOLASE
C1839841	SPERMATOGENIC FAILURE, X-LINKED, 2
C3279708	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3
C0342793	Malonic aciduria
C0344917	Left ventricular outflow tract obstruction
C4283894	MENTAL RETARDATION, X-LINKED 61
C4283893	DEAFNESS, AUTOSOMAL DOMINANT 66
C0031046	Pericarditis
C3149266	Neural tissue tumors
C4049006	Selective immunoglobulin A deficiency
C4540096	MYOPATHY, MITOCHONDRIAL, AND ATAXIA
C1864902	Hyperinsulinemic hypoglycemia, familial, 7
C1864900	Retinal Cone Dystrophy 3A
C0545053	Advanced bone age
C0020440	Hypercapnia
C0040479	Torsades de Pointes
C0917981	Progressive Muscular Atrophy
C4317123	Myoclonic Seizures
C3151227	RETINITIS PIGMENTOSA 59
C0392622	Toxic effect of carbon tetrachloride
C4317124	Polynesian Bronchiectasis
C2828721	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE
C1842364	Central hypotonia
C3554638	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11
C0520463	Chronic active hepatitis
C0751901	Tic, Vocal
C0751900	Tic, Motor
C0265279	Kniest dysplasia
C1848587	Isolated hypoplasia of the right ventricle
C1848586	Visceral myopathy familial external ophthalmoplegia
C4015195	IMMUNODEFICIENCY 37
C0265273	Achondrogenesis type 1A
C0265275	Jeune thoracic dystrophy
C0265274	Achondrogenesis, type IB (disorder)
C3151086	Retinitis Pigmentosa 20
C1836780	PANCREATIC AND CEREBELLAR AGENESIS
C1852581	EPILEPSY, BENIGN NEONATAL, 2
C3151085	MASP2 Deficiency
C3714976	ACTIVATED PI3K-DELTA SYNDROME
C1832425	Deafness, Autosomal Dominant 9
C1857069	SCHOPF-SCHULZ-PASSARGE SYNDROME (disorder)
C1839264	SPASTIC PARAPLEGIA 2, X-LINKED (disorder)
C0034050	Pulmonary Alveolar Proteinosis
C1145670	Respiratory Failure
C0016325	Fluoride Poisoning
C1257925	Mammary Carcinoma, Animal
C4080064	Autosomal Dominant Hereditary Pancreatitis
C1843366	NIEMANN-PICK DISEASE, TYPE C2
C0233514	Abnormal behavior
C1838258	Osteopetrosis and infantile neuroaxonal dystrophy
C3891815	Arthritis, Suppurative
C4554215	Duchenne or Becker muscular dystrophy
C0011860	Diabetes Mellitus, Non-Insulin-Dependent
C4015235	PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO
C1832394	Deafness, Autosomal Recessive 12
C2676739	Chromosome 2q32-Q33 Deletion Syndrome
C1832390	Van Maldergem Wetzburger Verloes syndrome
C0266508	Rachischisis
C1832392	DIABETES MELLITUS, INSULIN-DEPENDENT, 12
C2676732	SPASTIC PARAPLEGIA 38, AUTOSOMAL DOMINANT (disorder)
C1832399	Charcot-Marie-Tooth disease, Type 4B1
C4551683	Adrenal Gland Pheochromocytoma
C4551681	Periodontitis, Aggressive, 1
C0259771	Steatocystoma multiplex
C0338495	Sleep Apnea, Mixed Central and Obstructive
C1704436	Peripheral Arterial Diseases
C0393574	Huntington Disease, Late Onset
C0393576	Chorea Acanthocytosis Syndrome
C0242597	Leukocyte-Adhesion Deficiency Syndrome
C0242596	Neoplasm, Residual
C0242594	Residual Cancer
C4225222	TAKENOUCHI-KOSAKI SYNDROME
C4225223	TREMOR, HEREDITARY ESSENTIAL, 5
C4225220	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51
C4225221	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2
C4225226	COENZYME Q10 DEFICIENCY, PRIMARY, 8
C0265552	Congenital macrodactylia
C4225225	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2
C4225228	NEPHROTIC SYNDROME, TYPE 11
C4225229	CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES
C1832830	Auditory Neuropathy, Nonsyndromic Recessive
C2717859	Peritoneal Sclerosis
C4014435	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26
C4748435	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V
C3281001	WISKOTT-ALDRICH SYNDROME 2
C0240991	Ataxia, Sensory
C0751010	Cerebral Infarction, Left Hemisphere
C2936797	Acid cholesteryl ester hydrolase deficiency, type 2
C0751012	Anterior Choroidal Artery Infarction
C1853365	AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1
C0751014	Subcortical Infarction
C2936793	Spinocerebellar ataxia 30
C4748120	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS
C0751019	Carotid Circulation Transient Ischemic Attack
C1336076	Sporadic Breast Carcinoma
C3554168	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14
C3806670	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 1
C2750537	Myopathy, Actin, Congenital, With Cores
C0011311	Dengue Fever
C3472621	Myeloid neoplasm with beta-type platelet-derived growth factor receptor gene rearrangement
C1845408	Contiguous Abcd1-Dxs1375e Deletion Syndrome
C1845407	CONE-ROD DYSTROPHY, X-LINKED, 3
C3808069	Renal hypodysplasia
C0004114	Astrocytoma
C1842362	HERMANSKY-PUDLAK SYNDROME 2
C4310782	PREMATURE OVARIAN FAILURE 12
C4310783	PREMATURE OVARIAN FAILURE 11
C0001546	Adjustment Disorders
C1841984	GLOMUVENOUS MALFORMATIONS
C1837355	Leukodystrophy, Hypomyelinating, 2
C1841982	BODY COMPOSITION, BENEFICIAL
C1840403	Parathyroid Adenoma, Familial
C0013404	Dyspnea
C1846534	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1
C0025286	Meningioma
C0025287	Meningism
C4310780	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 23
C4310781	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22
C4310786	AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT
C4310787	CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION
C4310784	MENTAL RETARDATION, AUTOSOMAL DOMINANT 41
C0025281	Meniere Disease
C3543867	Collodion Fetus
C4310788	COFFIN-SIRIS SYNDROME 5
C4310785	TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE
C3809888	DIAMOND-BLACKFAN ANEMIA 12
C0025289	Meningitis
C0152101	Hypoplastic Left Heart Syndrome
C1842180	CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION (disorder)
C0042345	Varicosity
C0152109	Juvenile Spinal Muscular Atrophy
C0152455	Keratomalacia
C0005396	Bile Duct Neoplasms
C0005395	Bile Duct Diseases
C0272048	stomatocytic anemia
C0153504	Malignant tumor of mediastinum
C0008149	Chlamydia Infections
C0005398	Cholestasis, Extrahepatic
C3280358	Wolfram-Like Syndrome, Autosomal Dominant
C0236033	Muscle hypertrophy
C1842983	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K
C1842982	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 3, SUSCEPTIBILITY TO
C3892049	DEAFNESS, AUTOSOMAL RECESSIVE 101
C3892048	DEAFNESS, AUTOSOMAL DOMINANT 65
C0042164	Uveitis
C2931246	Potocki-Lupski syndrome
C0856830	Calcium pyrophosphate arthropathy
C0877172	Hematoma, Epidural, Spinal
C2751666	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 2
C0040188	Tic disorder
C4551768	CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1
C4020869	Abnormality of abdomen morphology
C0028738	Nystagmus
C3805373	CATARACT 13 WITH ADULT i PHENOTYPE
C0231687	Spastic gait
C0687720	Central Diabetes Insipidus
C3805375	ALBINISM, OCULOCUTANEOUS, TYPE VI
C1836892	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3
C0241240	Tall stature
C0231689	Gait, Athetotic
C0231688	Gait, Shuffling
C0496899	Benign neoplasm of brain, unspecified
C1527258	Infantile paralysis
C3553414	MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE
C0522345	Reflex, Acoustic, Abnormal
C3809454	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1
C4755299	MT-ATP6-related mitochondrial spastic paraplegia
C0026640	Mouth Neoplasms
C3553418	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT
C0003944	As If Personality
C0685837	Pure Gonadal Dysgenesis, 46, XX
C0685838	Gonadal dysgenesis XX type deafness
C0003949	Asbestosis
C0544862	Neurocutaneous melanosis
C4042763	Postoperative Residual Curarization
C1855033	Mitochondrial myopathy with lactic acidosis
C1850040	Pelviscapular dysplasia
C0028840	Ocular Hypertension
C3494425	Mandibular Retroposition
C3494424	Maxillary Retrusion
C3494426	Mandibular Retrusion
C3494423	Maxillary Retroposition
C4317339	Juvenile Absence Epilepsy
C0026706	Mucopolysaccharidosis III
C0026707	Mucopolysaccharidosis IV
C0026705	Mucopolysaccharidosis II
C0026708	Mucopolysaccharidosis V
C0026709	Mucopolysaccharidosis VI
C0041582	Ulcer
C0009439	Choledochal Cyst, Type I
C0009438	Common Bile Duct Calculi
C2931320	T cell immunodeficiency primary
C2931322	T-Lymphocytopenia
C0268225	Aspartylglucosaminuria
C0017667	Nodular glomerulosclerosis
C0268226	Type I Mucolipidosis
C0017661	IGA Glomerulonephritis
C0017662	Glomerulonephritis, Membranoproliferative
C2350344	Chronic Lung Injury
C4015050	DEAFNESS, AUTOSOMAL RECESSIVE 103
C3542500	ADH-Resistant Diabetes Insipidus
C3542501	Acute Infective Polyneuritis
C0017668	Focal glomerulosclerosis
C4553478	Infantile Obesity
C1961835	Gaucher Disease, Type 1
C0029464	Osteosclerosis
C2931649	Larsen syndrome, recessive type
C0029463	Osteosarcoma
C1865267	Arterial Occlusive Disease, Progressive, with Hypertension, Heart Defects, Bone Fragility, and Brachysyndactyly
C0393807	Hereditary motor and sensory neuropathy with optic atrophy (disorder)
C0393808	Charcot-Marie-Tooth disease, X-linked, 1
C3550875	AUTISM, SUSCEPTIBILITY TO, X-LINKED 6
C2678439	CRANIOOSTEOARTHROPATHY
C3495591	Charcot-Marie-Tooth Disease, Demyelinating, Type 1e
C0302859	Euthyroid Goiter
C1847584	Distal sensory impairment
C0796070	MICROPHTHALMIA, SYNDROMIC 7
C0796074	MOHR-TRANEBJAERG SYNDROME
C3150546	PANCREATIC CANCER, SUSCEPTIBILITY TO, 2
C1838192	SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT (disorder)
C2677877	Surfactant Metabolism Dysfunction, Pulmonary, 4
C3887487	Postaxial polydactyly type A
C3280703	MYOPATHY, CENTRONUCLEAR, 3
C3887485	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 1
C1851936	Paroxysmal choreoathetosis
C4310818	MENTAL RETARDATION, X-LINKED 103
C4310819	IMMUNODEFICIENCY 47
C3150680	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15
C0242292	McCune-Albright Syndrome
C1847720	Hypermethioninemia due to deficiency of glycine N-methyltransferase
C4310810	MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS
C4310811	MEESTER-LOEYS SYNDROME
C4310816	MENTAL RETARDATION, X-LINKED 105
C1847725	SPINOCEREBELLAR ATAXIA 15
C4310814	MENTAL RETARDATION, X-LINKED, SYNDROMIC, BAIN TYPE
C0268483	Tyrosinemias
C1837857	DEAFNESS, AUTOSOMAL RECESSIVE 35
C0234162	Cerebellar Dysmetria
C0280100	Solid Neoplasm
C0234166	Hyperexplexia
C3683483	Autosomal Recessive Cerebellar Ataxia Type 1
C1839454	PROPERDIN DEFICIENCY, X-LINKED
C1839988	Ichthyosis follicularis atrichia photophobia syndrome
C0006663	Calcinosis
C0020503	Hyperparathyroidism, Secondary
C4015388	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2
C0007820	Cerebrovascular Disorders
C0007286	Carpal Tunnel Syndrome
C4722564	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1
C0007282	Carotid Stenosis
C1843808	CARDIOMYOPATHY, DILATED, 1M
C3150154	CHROMOSOME 16p11.2 DELETION SYNDROME, 593-KB
C0008311	Cholangitis
C1865926	Infantile convulsions and paroxysmal choreoathetosis, familial (disorder)
C0270823	Petit mal status
C0234305	Taste Disorder, Secondary, Salt
C0234304	Taste Disorder, Secondary, Sweet
C0234303	Taste Disorder, Secondary
C0234302	Taste Disorder, Anterior Tongue
C0270824	Visual seizure
C0234300	Taste Disorder, Primary, Bitter
C1843116	Bile acid synthesis defect, congenital, 1
C0155862	Streptococcal pneumonia
C4540164	PONTOCEREBELLAR HYPOPLASIA, TYPE 11
C0007758	Cerebellar Ataxia
C3553250	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE
C4540284	OOCYTE MATURATION DEFECT 4
C0427201	Floppy Muscles
C0427202	Muscle Tone Atonic
C4014386	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43
C0270755	Corticostriatal-Spinal Degeneration
C4225299	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14
C4748334	DEAFNESS, AUTOSOMAL DOMINANT 74
C0410480	Avascular Necrosis of Femur Head
C0406468	Loose Anagen Hair Syndrome
C4748014	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC 27
C4225298	DEAFNESS, AUTOSOMAL RECESSIVE 104
C3554462	MITOCHONDRIAL DNA DEPLETION SYNDROME 11
C3554460	COLORECTAL CANCER, SUSCEPTIBILITY TO, 12
C3889261	Other License Status
C0011168	Deglutition Disorders
C1970021	Congenital Disorder Of Glycosylation, Type IIH
C0036358	Schizophreniform Disorders
C4225418	MENTAL RETARDATION, X-LINKED, SYNDROMIC 33
C0752048	Hypocatalasemia
C4225415	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 3
C4225417	MENTAL RETARDATION, X-LINKED, SYNDROMIC 34
C4225416	MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED
C4225411	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS
C4225413	MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL
C4225412	Spondylo-ocular syndrome
C0546264	Congenital Fiber Type Disproportion
C1636149	Macular dystrophy, corneal type 1
C0085307	Embolism and Thrombosis
C1863732	Spondyloepimetaphyseal dysplasia with multiple dislocations
C0030214	Myoclonus, Palatal
C0008441	Chondroblastoma
C0024031	Low Back Pain
C0008445	Chondrodysplasia Punctata
C4085243	MEND SYNDROME
C0001973	Alcoholic Intoxication, Chronic
C4085248	OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO
C4085249	OPTIC ATROPHY 8
C1419614	RETINITIS PIGMENTOSA 28
C1141890	Congenital long QT syndrome
C4747658	SHORT-RIB THORACIC DYSPLASIA 7/20 WITH POLYDACTYLY, DIGENIC
C0019625	Sinus histiocytosis
C1970282	Deafness, profound, by 6th decade
C1970280	Hearing loss begins with loss of high frequencies
C1970281	Audiogram shows sloping configuration
C3714932	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14
C1845343	Epilepsy, X-Linked, with Variable Learning Disabilities and Behavior Disorders
C4014831	VESICOURETERAL REFLUX 8
C4014833	IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES
C1832187	Deafness, Autosomal Dominant 12
C4012409	PITUITARY ADENOMA 2, GROWTH HORMONE-SECRETING
C0751468	Bulbocavernosus Reflex, Decreased
C0751469	Bulbocavernousus Reflex Absent
C0008628	Chromosome Deletion
C0008625	Chromosome Aberrations
C0751461	Paralysis, Spinal, Quadriplegic
C0008626	Congenital chromosomal disease
C2316810	Chronic kidney disease stage 5
C3553813	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8
C4748984	MICROCEPHALY, CATARACTS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND DYSTONIA WITH ABNORMAL STRIATUM
C0019214	Hepatosplenomegaly
C0019212	Hepatorenal Syndrome
C0027819	Neuroblastoma
C0282193	Iron Overload
C0014130	Endocrine System Diseases
C0014132	Endocrine Gland Neoplasms
C0554591	Polymyositis, Idiopathic
C3888026	HERMANSKY-PUDLAK SYNDROME 8
C3281215	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E
C0451641	Urolithiasis
C3711390	9q22.3 Microdeletion
C0796021	Lowry Wood syndrome
C1275668	Melanotic medulloblastoma
C1704380	Distal Renal Tubular Acidosis
C1858302	Ectodermal dysplasia/ skin fragility syndrome
C1858301	LEBER CONGENITAL AMAUROSIS 5
C2673482	Increased susceptibility to schizophrenia
C0231686	Gait, Unsteady
C0349604	Intracranial Meningioma
C1510489	Cerebral Amyloid Angiopathy, Hereditary
C2751493	Cerebral Amyloid Angiopathy, Gsn-Related
C2751492	AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED
C0003537	Aphasia
C1866777	Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant
C0022340	Late-Infantile Neuronal Ceroid Lipfuscinosis
C2751494	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ARCTIC VARIANT
C0002018	Alexia
C2231324	Brucellosis, Pulmonary
C4748927	MEGA-CORPUS-CALLOSUM SYNDROME WITH CEREBELLAR HYPOPLASIA AND CORTICAL MALFORMATIONS
C3696898	Autosomal Dominant Nocturnal Frontal Lobe Epilepsy
C1858042	Becker Nevus Syndrome
C0087012	Ataxia, Spinocerebellar
C3711645	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
C3715082	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1
C0577660	Low Back Pain, Postural
C3714934	MYOPATHY, MYOFIBRILLAR, 3
C0151572	Reflex, Corneal, Decreased
C0039231	Tachycardia
C1522378	Leukemia, Large Granular Lymphocytic
C0039239	Sinus Tachycardia
C1858054	BARDET-BIEDL SYNDROME 6
C3280168	NEUROPATHY, HEREDITARY SENSORY, TYPE IIC
C3280160	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4
C1836669	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE If
C4021817	Abnormality of head or neck
C1833296	FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED
C3553887	OSTEOGENESIS IMPERFECTA, TYPE XIII
C3553886	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE
C4021813	Oral cleft
C4021812	Abnormality of the head
C3179455	Niemann-Pick Disease, Type C1
C0268562	Hyperglycinemia, Nonketotic, Type II
C0268563	Sarcosinemia
C0268560	Hyperglycinemia, Transient Neonatal
C0268561	Hyperglycinemia, Nonketotic, Type I
C3541518	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT
C2931171	Juvenile pauciarticular chronic arthritis
C0268568	Classic Maple Syrup Urine Disease
C0268569	Intermittent Maple Syrup Urine Disease
C3279722	MYOPATHY, DISTAL, 4
C3661523	Congenital Intestinal Aganglionosis
C3661525	Autosomal Recessive Chronic Granulomatous Disease
C1150891	peptidylamidoglycolate lyase activity
C1855483	Progressive spastic paraplegia
C1840646	Hepatic Adenomas, Familial
C3151001	Retinitis Pigmentosa 4
C3151000	HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS
C3150926	Congenital dyserythropoietic anemia type IV
C0035078	Kidney Failure
C3810160	SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE
C3810161	SPASTIC PARAPLEGIA 72, AUTOSOMAL DOMINANT
C1864923	Northern epilepsy syndrome
C0333355	Inflammatory disease of mucous membrane
C0086873	Pseudopelade
C0034219	Alveolar pyorrhea
C0030779	Pelger-Huet Anomaly
C0392607	Severe combined immunodeficiency due to adenosine deaminase deficiency
C2749759	Macrothrombocytopenia-Stomatocytosis, Mediterranean
C4317109	Epileptic Seizures
C2749757	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1
C0401151	Chronic diarrhea
C0751925	Sciatic Nerve Palsy
C3151147	Bile Acid Synthesis Defect, Congenital, 3
C3554163	DEAFNESS, AUTOSOMAL RECESSIVE 18B
C1969029	Lissencephaly 3
C3151140	PONTOCEREBELLAR HYPOPLASIA, TYPE 2D
C0339985	Idiopathic bronchiectasis
C1865695	Spondylometaphyseal dysplasia, axial
C4015172	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY
C0242350	Erectile dysfunction
C0265219	Miller Dieker syndrome
C0162700	Tick-Borne Diseases
C0265216	X-linked hydrocephalus syndrome
C0265215	Meckel-Gruber syndrome
C1838440	ICHTHYOSIS EXFOLIATIVA
C1856689	FRIEDREICH ATAXIA 1
C0009375	Colonic Neoplasms
C0009376	Colonic Polyps
C0265210	Weaver syndrome
C1458140	Bleeding tendency
C3807873	FOVEAL HYPOPLASIA 2
C1832409	Crisponi syndrome
C2936349	Plaque, Amyloid
C0012684	Blastocyst Disintegration
C2936346	22q11 Deletion Syndrome
C0431890	Hypoplasia of thumb
C3809243	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2
C3809710	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5
C1845543	Mental Retardation, X-Linked, with Epilepsy
C3850148	Vascular Remodeling
C3502075	Multiple Mitochondrial Dysfunctions Syndrome
C3809719	Severe dermatitis, multiple allergies, metabolic wasting syndrome
C0011882	Diabetic Neuropathies
C0011881	Diabetic Nephropathy
C0011880	Diabetic Ketoacidosis
C0011884	Diabetic Retinopathy
C0796244	MENTAL RETARDATION, X-LINKED, WITH OR WITHOUT SEIZURES, ARX-RELATED (disorder)
C0149622	Neurogenic Urinary Bladder, Atonic
C0796241	MENTAL RETARDATION, X-LINKED 34 (disorder)
C2677481	Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant
C0796242	MENTAL RETARDATION, X-LINKED 35
C0266294	Unilateral agenesis of kidney
C0234447	Narcosis
C0266292	Congenital anomaly of the kidney
C2676285	Bone Fragility with Contractures, Arterial Rupture, and Deafness
C0154874	Neuroretinitis
C0266568	Persistent Hyperplastic Primary Vitreous
C0751252	Sleep Initiation Dysfunction
C0751251	Secondary Insomnia
C0751250	Psychophysiological Insomnia
C0751257	Auditory Processing Disorder, Central
C0409818	Chronic Infantile Neurological, Cutaneous, and Articular Syndrome
C0751254	Creutzfeldt-Jakob Disease, Familial
C0020502	Hyperparathyroidism
C3494422	Retrognathia
C1704417	Hyperlipoproteinemia Type IIb
C0233796	Temporary Amnesia
C0393556	Complicated hereditary spastic paraplegia
C0393554	Amyotrophic Lateral Sclerosis With Dementia
C0041327	Tuberculosis, Pulmonary
C0020500	Hyperoxaluria
C1868114	POLYDACTYLY, PREAXIAL II (disorder)
C1868111	Polydactyly, preaxial 4
C0393559	Troyer syndrome
C3463992	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1
C3809147	DOWLING-DEGOS DISEASE 2
C4284594	BAND HETEROTOPIA
C4746992	MITOCHONDRIAL COMPLEX I DEFICIENCY, MITOCHONDRIAL TYPE 1
C2717836	Steroid Sulfatase Deficiency Disease
C3281027	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7
C2700438	MAJOR AFFECTIVE DISORDER 7
C0751781	Dentatorubral-Pallidoluysian Atrophy
C0751780	Biotin-Responsive Encephalopathy
C0751783	Lafora Disease
C0751782	May-White Syndrome
C0751785	Unverricht-Lundborg Syndrome
C0239548	Fasciculation, Tongue
C4225227	OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES
C0751075	Cancer of Digestive System
C0751074	Diabetic Neuralgia
C0751072	Frontotemporal Lobar Degeneration
C0751071	Familial Dementia
C1510432	Radiation Sickness
C0037299	Skin Ulcer
C2750514	Factor Xiii, A Subunit, Deficiency Of
C1313961	Trichorrhexis nodosa syndrome
C0376480	Gingival Overgrowth
C0004135	Ataxia Telangiectasia
C0004134	Ataxia
C1842342	DEAFNESS, AUTOSOMAL RECESSIVE 39 (disorder)
C0221356	Brachycephaly
C0221357	Brachydactyly
C0221355	Macrocephaly
C0004138	Ataxias, Hereditary
C3161174	Hemoglobin H Disease
C1710096	Sinonasal undifferentiated carcinoma
C1856871	Autosomal recessive facio-digito-genital syndrome
