C0220597	Adult Hodgkin Lymphoma
C0027543	Avascular necrosis of bone
C0027540	Necrosis
C0027547	Necrotizing Scleritis
C0862448	Stage IV Renal Cell Cancer
C0554628	Group A Streptococcal Infections
C0155679	Acute pericarditis
C0687132	heavy drinking
C0347515	Spinal Meningioma
C0687131	Psychoticism
C0858598	Taste salty
C0858599	Taste sour
C0033838	Kimura Disease
C0033839	Pseudorabies
C0022073	Iridocyclitis
C4288558	Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted
C0033831	Psychological pseudocyesis
C0022078	Iris Diseases
C0022079	Iris Neoplasms
C0033835	Pseudopseudohypoparathyroidism
C0240225	Liver mass
C0747479	Periodontal infection
C4022943	Decreased galactosylation of N-linked protein glycosylation
C4022944	Abnormal protein N-linked glycosylation
C4022946	Abnormal glycosylation
C4022947	Decreased resting energy expenditure
C4476985	Impaired clot retraction
C4476982	Two-raphe bicuspid aortic valve
C4520964	Stage I Pancreatic Cancer AJCC v6 and v7
C1881600	Malignant Vipoma
C0017612	Glaucoma, Open-Angle
C0017614	Glaucoma, Suspect
C0240595	Rotary Nystagmus
C2698310	B Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified
C0024894	Mastitis
C0859886	Inherited hearing loss
C3277123	Dumbbell-shaped metaphyses
C0024897	Mastocytoma
C3277127	Abnormal metaphyseal vascular invasion
C3277126	Absent primary metaphyseal spongiosa
C0410173	Severe autosomal recessive muscular dystrophy of childhood - North African type (disorder)
C0410174	Fukuyama Type Congenital Muscular Dystrophy
C0024899	Mastocytosis
C0494791	Hepatic fibrosis and cirrhosis
C1705254	Neonatal Deformity
C4021418	Absent proximal phalanx of thumb
C3203357	Bone Tuberculosis
C3203356	Factor II deficiency
C4039867	Acute hypoxemic respiratory failure
C3203358	Hypoventilation
C0154038	Benign neoplasm of thyroid gland
C0494423	Specific developmental disorders of speech and language
C1096285	Arterial fibrosis
C1851347	Familial Mediterranean Fever, Autosomal Dominant
C0677886	Epithelial ovarian cancer
C1291575	Deficiency of citrate(si)-synthase
C3532239	Mitochondrial cardiomyopathy
C1319300	Nephroblastoma, favorable histology
C0232694	Hyperactive bowel sounds
C0162678	Neurofibromatoses
C0854486	Secretory adenoma of pituitary
C0745031	homicidal
C1845919	Ectodermal Dysplasia, Anhidrotic, with Immunodeficiency, Osteopetrosis, and Lymphedema
C0393890	Suprascapular nerve compression
C3278322	Cerebellar dysplasia
C0264949	Burn shock
C4725951	Metastatic Gastrointestinal Stromal Tumor
C0151640	Decreased fertility in males
C0010823	Cytomegalovirus Infections
C0154698	Monoplegic Infantile Cerebral Palsy
C0154697	Cerebral Palsy, Quadriplegic, Infantile
C0154694	Hemiplegia, Spastic
C0154695	Diplegic Infantile Cerebral Palsy
C0154693	Hemiplegia, Flaccid
C0029166	Oral Manifestations
C0860159	Partial androgen resistance
C0860158	Leydig Cell Hypoplasia
C0858866	Rosacea-like dermatitis
C0858867	Reticulocytopenia
C0858864	Spot pigmented
C2713447	Hyperpotassemia and Hypertension, Familial
C0333208	Fibrin thrombus
C0333209	Platelet thrombus
C0333205	Mural thrombus
C1882198	Ossifying Renal Tumor of Infancy
C3887743	WILMS TUMOR 2
C0302507	Parainfluenza Virus Infections
C0333203	Occlusive thrombus
C0751529	Stuttering, Developmental
C0850672	hereditary anemia
C0850671	Non-diabetic hyperglycemia
C0751523	Non-Convulsive Status Epilepticus
C0751522	Status Epilepticus, Subclinical
C0751524	Simple Partial Status Epilepticus
C0751527	Stuttering, Adult
C4024922	Irregular myelin loops
C1860219	Self-mutilation of tongue and lips due to involuntary movements
C1860216	Progressive choreoathetosis
C0349231	Phobic anxiety disorder
C4024890	Excessive wrinkled skin
C4024891	Hyperkeratosis with erythema
C4024892	Congenital exfoliative erythroderma
C4024895	Atrophy/Degeneration involving the caudate nucleus
C4024896	Motor neuron atrophy
C4024897	Atrophy/Degeneration involving the corticospinal tracts
C4024898	Atrophy/Degeneration affecting the cerebrum
C4023976	Aplasia/Hypoplasia of the middle phalanges of the toes
C4524805	stage IVA gastric cancer
C3810072	Palmoplantar keratoderma Nagashima type
C0001306	Acute alcoholic liver disease
C1853258	Seborrhea-Like Dermatitis with Psoriasiform Elements
C1302724	Hamartoma of skin
C0151874	Fungal infection of lung
C1853255	Synpolydactyly 3
C1858285	Decreased number of peripheral myelinated nerve fibers
C1853256	Hyperostosis-hyperphosphatemia syndrome
C1853251	Spastic Paraplegia 33, Autosomal Dominant
C0001308	Acute and subacute liver necrosis (disorder)
C1858280	Charcot-Marie-Tooth Neuropathy, Type 4B2, with Early-Onset Glaucoma
C0349582	Trigeminal schwannoma
C1846331	Juvenile-onset dystonia
C1515286	Testicular Intratubular Germ Cell Neoplasia, Unclassified
C0349588	Short stature
C1515283	Testicular gonadoblastoma
C1846339	Externally rotated hips
C0221207	Urticaria due to cold
C4011788	Behavioral variant of frontotemporal dementia
C0473565	Localized lipoatrophy
C3281125	THROMBOCYTHEMIA 3
C0015702	Favism
C4073167	Osteolysis involving bones of the upper limbs
C0015704	Favre-Racouchot Syndrome
C0019284	Diaphragmatic Hernia
C0015708	Fazio-Londe Syndrome
C0019288	Hernia, Femoral
C0847415	facet joint degeneration
C0206624	Hepatoblastoma
C3852984	Acute Mesenteric Arterial Embolus
C0206627	Mixed Tumor, Mullerian
C4748041	INTELLECTUAL DEVELOPMENTAL DISORDER WITH OR WITHOUT EPILEPSY OR CEREBELLAR ATAXIA
C1859882	Pigmentation of the sclera
C0018776	Hearing Loss, Central
C0018777	Conductive hearing loss
C0339693	Internal Ophthalmoplegia
C0018775	Hearing Loss, Bilateral
C4704862	Polyarthritis, Juvenile, Rheumatoid Factor Positive
C0339697	Congenital color blindness
C1852700	Complement Component 4, Partial Deficiency Of
C1863749	Carpal bone hypoplasia
C0392318	Salivary Gland Infection
C0859055	Oedema vascular
C1861675	Cold-induced muscle cramps
C1510415	Osteosclerotic Myeloma
C3280265	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18
C1510417	Gait Apraxia
C1510410	Sense of smell altered
C1861678	Charcot-Marie-Tooth Disease, Axonal, Type 2a1
C4022516	Lower extremity joint dislocation
C1867982	KERATODERMA, PALMOPLANTAR, PUNCTATE TYPE II
C1867983	PORENCEPHALY, FAMILIAL
C1867981	POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 1
C0751640	Cryptogenic Partial Complex Epilepsy
C1854704	Metabolic Ketosis
C0018482	Haemophilus Infections
C0751641	Epilepsy, Symptomatic, Partial Complex
C0334529	Hydatidiform Mole, Partial
C0334524	Mixed Germ Cell Tumor
C0334525	Struma ovarii, malignant
C1302790	Congenital malformation syndrome
C0334520	Teratoma, Malignant
C0008309	Bile duct adenoma
C0008301	Choking
C1260959	Drusen
C1850281	OPTIC ATROPHY 6 (disorder)
C2959480	Necrotizing lymphadenitis
C1848769	Overtubulated long bones
C0282126	Depression, Neurotic
C1848760	Increased anterioposterior diameter of thorax
C0917796	Optic Atrophy, Hereditary, Leber
C4012146	DESBUQUOIS DYSPLASIA 1
C0545081	mantle lymphoma
C0545080	Composite Lymphoma
C0477597	Necrotising vasculopathy
C0917798	Cerebral Ischemia
C0917799	Hypersomnia
C1968699	Hypothyroidism, Thyroidal, With Spiky Hair And Cleft Palate
C0349533	Lymphoma of intestine
C0272350	Dysfibrinogenemia, Congenital
C0272356	von Willebrand disease, type IID
C0272355	von Willebrand disease, type IIC
C1290309	Neoplasm of chest wall
C1184919	Thoracic kyphosis
C3550913	MENTAL RETARDATION, X-LINKED, SYNDROMIC 32
C4747366	Hypercholanemia
C3839296	Phakomatosis cesiomarmorata
C0342136	Autonomous thyroid function
C0342134	T>3< thyrotoxicosis
C2750180	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 1
C0342138	Thyrotoxicosis in pregnancy
C0079661	Klein's Syndrome
C1275959	Cellular neurothekeoma
C1849683	No social interaction
C1849686	Diffuse hepatic steatosis
C1850135	Flared metaphysis
C1850134	Sandwich appearance of vertebral bodies
C4016492	TN POLYAGGLUTINATION SYNDROME, SOMATIC
C4303761	Familial thrombocytosis
C2677650	Decreased activity of mitochondrial complex I
C3714933	MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY
C0694533	Moderate obesity
C2363774	Neutrophilic asthma
C0694539	Chronic atrial fibrillation
C0344479	Spinal Cord Myelodysplasia
C4505353	Diverticular Bleeding
C0948075	Anal infection
C4540511	GELEOPHYSIC DYSPLASIA 3
C0238309	Ischemic peripheral neuropathy
C2347753	Adult Pure Erythroid Leukemia
C2347751	Adult Grade I Meningioma
C1739363	Prostatic Hypertrophy
C0423479	Ear symptom
C2347759	Childhood Grade II Meningioma
C2347758	Childhood Grade III Meningioma
C0751950	Neuromuscular Junction Diseases
C0751951	Central Core Myopathy (disorder)
C0751952	Anterior Circulation Brain Infarction
C0751953	Brain Infarction, Posterior Circulation
C0751954	Venous Infarction, Brain
C0751955	Brain Infarction
C0751956	Acute Cerebrovascular Accidents
C0751958	Lymphoma, Lymphocytic, Intermediate
C1859077	Aplasia/Hypoplasia of the nails
C4225253	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X
C4225252	IMMUNODEFICIENCY 45
C4225251	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27
C0751056	Non-epileptic convulsion
C4225257	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34
C4225256	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 35
C4225255	YUAN-HAREL-LUPSKI SYNDROME
C4225254	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY
C4225259	SMITH-KINGSMORE SYNDROME
C4225258	EPILEPSY, PROGRESSIVE MYOCLONIC, 10
C0851265	Learning problems
C0276846	Infection by Hepatozoon
C4016494	EXUDATIVE VITREORETINOPATHY, X-LINKED
C0276849	Infection by Babesia bovis
C0585186	Cutaneous hypersensitivity
C0585187	Infected ascites
C0595921	Intraocular pressure disorder
C0595928	Serum calcium increased
C4304937	X-linked intellectual disability with cerebellar hypoplasia syndrome
C3809768	IMMUNODEFICIENCY 13
C0023532	Leukoplakia, Oral
C0023530	Leukopenia
C0023531	Leukoplakia
C0242453	Prostatism
C1832615	HYPERPARATHYROIDISM, NEONATAL SEVERE
C1832612	Hypocalcemia, Autosomal Dominant, with Bartter Syndrome
C0237653	Immunologic hypersensitivity
C0001849	AIDS Dementia Complex
C0233765	Hallucinations, Olfactory
C0233766	Hallucinations, Gustatory
C0233767	Hallucinations, Tactile
C0233762	Hallucinations, Auditory
C0233763	Hallucinations, Visual
C0233769	Micropsia
C4551989	Tibial aplasia and ectrodactyly syndrome
C4551988	BLEPHAROCHEILODONTIC SYNDROME 1
C0242459	Simple Pulmonary Eosinophilia
C4551981	Familial Multiple Coagulation Factor Deficiency I
C4551980	HEIMLER SYNDROME 1
C4551983	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1
C4551982	TRICHOHEPATOENTERIC SYNDROME 1
C0004368	Autoimmune state
C4551984	Arthrogryposis with renal dysfunction and cholestasis syndrome
C4551986	AMR Syndrome
C0038271	Stereotyped Behavior
C0038273	Stereotypic Movement Disorder
C0038279	Sterility, Postpartum
C0342957	Postoperative septic shock
C0342951	Hypervitaminosis
C3272525	Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma
C3272528	Small Intestinal Neuroendocrine Tumor
C3272529	Intestinal Neuroendocrine Tumor
C0342959	Sepsis-associated organ dysfunction
C4693751	SPERMATOGENIC FAILURE 24
C4693750	BETA-GLUCOPYRANOSIDE TASTING
C4023890	Aplasia/Hypoplasia of the phalanges of the 2nd toe
C3808022	Episodic abdominal pain
C0456103	Sepsis of the newborn
C0043395	Yellow Fever
C4540324	MENTAL RETARDATION, AUTOSOMAL DOMINANT 49
C0456107	Neonatal meningitis
C1275175	Bowen's disease, pagetoid
C3806565	XERODERMA PIGMENTOSUM, TYPE F/COCKAYNE SYNDROME
C1841688	Short first metatarsal
C0263984	Polymyositis Ossificans
C0521515	Calcific tendinitis
C1841684	Delayed ossification of carpal bones
C0521516	Polymyalgia
C4699184	Fuchs
C0581342	Redundant skin
C4699189	Nonprogressive/congenital
C1833053	Proprotein Convertase 1 3 Deficiency
C1837731	Overfolded helix
C1837732	Thickened helices
C1837733	Broad lateral eyebrow
C3279439	Recurrent spontaneous abortion
C1837739	Hypertension, Diastolic, Resistance to
C1370932	carcinoma of the renal pelvis and ureter
C0040137	Thyroid Nodule
C0040136	Thyroid Neoplasm
C1840084	ACQUIRED IMMUNODEFICIENCY SYNDROME, SLOW PROGRESSION TO
C1840086	Pectoralis major hypoplasia
C2752041	Three M Syndrome 2
C2752040	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2
C2752042	Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi
C1840088	Limited wrist movement
C1840089	Limited interphalangeal movement
C1519847	Uterine Corpus Dissecting Leiomyoma
C0740409	Psychotic behaviour
C3275899	Hyperechogenic kidneys
C3275898	RENAL DYSPLASIA, CYSTIC, SUSCEPTIBILITY TO
C0740404	Limb defects
C0740406	Incarcerated hernia
C0740401	Duodenal ulcer perforation
C1840555	Hip Dysplasia, Congenital, Nonsyndromic
C3826696	Muscular atrophy in children
C1306214	ACTH-Secreting Pituitary Adenoma
C2936858	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency
C1963184	Nystagmus, CTCAE 3.0
C1298681	Oxalosis
C1838280	Epiphyseal dysplasia, multiple, 1
C1298685	Chronic pain syndrome
C1298684	Autistic spectrum disorder with isolated skills
C2931082	Familial apoceruloplasmin deficiency
C0009207	Cockayne Syndrome
C1854494	Slow progression
C0271185	Metamorphopsia
C0271183	Severe myopia
C4022771	Decreased thalamic volume
C4022770	Abnormal thalamic MRI signal intensity
C1167709	Epidermal necrosis
C4022774	Focal T2 hyperintense thalamic lesion
C0438414	Myoclonic Encephalopathy
C0948824	Anemia due to blood loss
C0948825	Systremma
C0039070	Syncope
C3854222	Human immunodeficiency virus (HIV) II infection category B1
C0039075	Syndactyly
C1847024	ALBINISM, OCULOCUTANEOUS, TYPE IB (disorder)
C0271454	Chronic purulent otitis media
C3810278	JOUBERT SYNDROME 22
C0149793	Amaurosis Fugax
C0271453	Serous otitis media
C0346203	Cervical Adenocarcinoma In Situ
C0748720	Chronic sinus disease
C1864873	Testicular Microlithiasis
C0268307	Conjugated hyperbilirubinemia
C4693450	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34
C0750905	Amino Acid Metabolism, Inherited Disorders
C0472767	Beta thalassemia intermedia
C2675558	Nephroblastomatosis
C0472761	Homozygous alpha thalassemia
C0472762	Alpha trait thalassemia
C0031511	Pheochromocytoma
C1336708	Testicular Germ Cell Tumor
C2874189	Necrosis of pituitary gland (postpartum)
C2874188	Isolated deficiency of pituitary hormone
C4724975	HyperCKmia
C4724972	Recurrent Sarcoma
C4724971	Refractory Sarcoma
C1846647	DEAFNESS, AUTOSOMAL RECESSIVE (disorder)
C0267896	Mucocele of gallbladder
C2347750	Adult Grade II Meningioma
C1735886	Bland White Garland Syndrome
C0157946	Osteoarthrosis, localized, not specified whether primary or secondary
C2930845	Stenotrophomonas maltophilia bacteremia
C0748061	psychiatric hospitalization
C1689817	Cardiomyopathy associated with another disorder
C2930849	Von willebrand factor, deficiency
C1319860	Sendai virus infection
C2673186	Aortic Aneurysm, Familial Thoracic 6
C2673187	Erythrocytosis, Familial, 4
C1854540	Carney Complex, Type 2
C4024345	Radial deviation of the 3rd finger
C4024349	Triangular shaped proximal phalanx of the 3rd finger
C0744897	Recurrent singultus
C4025698	Abnormality of the peritoneum
C0742699	Polyp of sigmoid colon
C3554117	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE
C4025690	Prenatal maternal abnormality
C4025693	Hypertension associated with pheochromocytoma
C4025692	Abnormality of calvarial morphology
C4025695	Right aortic arch with mirror image branching
C4025697	Gastrointestinal atresia
C4025696	Paresis of extensor muscles of the big toe
C0024517	Major depression, single episode
C0743323	Acute dyspnea
C0853602	Immunodeficiency congenital
C2047886	(Idiopathic) normal pressure hydrocephalus
C4721555	Autoimmune hepatitis
C4021333	Mesoaxial foot polydactyly
C4021330	Curved toe phalanx
C4021336	Complete duplication of hallux phalanx
C4021337	Partial duplication of the distal phalanx of the hallux
C1333866	Grade 1 Colon Adenocarcinoma
C1333869	Pancreatic Intraepithelial Neoplasia-1
C4021338	Broad proximal phalanx of the hallux
C1969639	Cardiomyopathy, Dilated, 1w
C4290000	acute flaccid myelitis
C1264016	Familial polycythemia vera
C0456086	Intrapartum fetal hypoxia
C0033117	Priapism
C1537102	Schneiderian papilloma, inverted
C4225250	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE
C0036631	Seminoma
C4522224	Recurrent Anaplastic Astrocytoma
C0156312	Atrophy of testis
C0156318	Fibrosclerosis of breast
C3278429	Bilateral elbow dislocations
C4021598	Distal tibial bowing
C4021599	Flat distal femoral epiphysis
C4021596	Abnormality of primary teeth
C4021597	Delayed patellar ossification
C0432235	CRANIOECTODERMAL DYSPLASIA 1
C4021592	Unilateral primary pulmonary dysgenesis
C0432231	Nievergelt syndrome
C4021591	Reduced number of intrahepatic bile ducts
C0750994	Cerebellar Hemiataxia
C1394213	Crisis state
C4724023	stage IA breast cancer
C0278681	metastatic parathyroid cancer
C1388201	Ascending aortic rupture
C3715051	CRANIOSYNOSTOSIS 3
C0029827	Other specified schistosomiasis
C0029823	Other specified peritonitis
C0852262	Placental abnormalities (excl neoplasms)
C3149908	Neonatal short-trunk short stature
C3149907	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 13
C4053999	Spindle Cell/Sclerosing Rhabdomyosarcoma
C3553450	Profound global developmental delay
C0240412	Muscle hematoma
C0240414	Hypoplasia of muscle
C3888946	Autoimmune crescentic glomerulonephritis
C0240419	Muscle tenderness
C0022521	Kartagener Syndrome
C0949690	Spondylarthritis
C0949691	Spondylarthropathies
C4013950	IMMUNODEFICIENCY 31A
C0032796	Postpartum Amenorrhea
C0016867	Furunculosis
C1142098	Vitamin E Assay
C1332225	Aggressive Non-Hodgkin Lymphoma
C0035220	Respiratory Distress Syndrome, Newborn
C0035222	Respiratory Distress Syndrome, Adult
C1835101	Wide tufts of distal phalanges
C0035227	Respiratory Function Tests
C0242301	furuncle
C0035229	Respiratory Insufficiency
C0035228	Respiratory Hypersensitivity
C1863960	Thyroid Adenoma, Hyperfunctioning
C1863961	Thyroid Carcinoma With Thyrotoxicosis
C0013985	Emotional Disturbances
C0017409	Herpes Zoster Oticus
C3279774	ASPERGILLOSIS, SUSCEPTIBILITY TO
C3279775	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1
C0020429	Hyperalgesia
C0020428	Hyperaldosteronism
C0340776	Aneurysm of vein
C4302167	Autoimmune myopathy
C1855335	Hypoplasia of the bladder
C0796280	Acromegaloid facial appearance syndrome
C0264220	Chronic disease of respiratory system
C0264222	Acute upper respiratory infection
C0854834	Angioimmunoblastic T-cell lymphoma refractory
C0270250	Meconium peritonitis
C0201983	Dehydroepiandrosterone sulfate measurement (procedure)
C0011581	Depressive disorder
C1563730	Abdominal Cryptorchidism
C1563731	Inguinal Cryptorchidism
C4521491	Stage IIIC Adult Liver Cancer AJCC v7
C0476254	Dyslexia
C4708498	PURA syndrome
C3280817	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6
C2828000	X-Linked Inherited Disorder
C2919142	Short Stature, CTCAE
C0730199	Villous adenoma of rectum
C1845892	Lesch-Nyhan Syndrome, Neurologic Variant
C4331894	Hypothyroid Goiter
C0333419	Sarcoid type granuloma
C1301339	Extraovarian endometriosis
C0750880	Monocyte count result
C0849799	abnormal taste
C4505456	HIV Coinfection
C1857034	Ehlers-Danlos syndrome, cardiac valvular form
C0750887	Adrenal Cancer
C1832455	Hypoplastic sweat glands
C4018860	Pituitary growth hormone cell adenoma
C1832451	Cranial hyperostosis
C0021776	Intermittent Explosive Disorder
C0021775	Intermittent Claudication
C1266065	Eccrine porocarcinoma
C0014852	Esophageal Diseases
C0023886	Liver Abscess, Amebic
C0233565	Bradykinesia
C0023882	Little's Disease
C0026686	Mucocele of salivary gland
C0744130	Diabetic foot infection
C1969093	Osteopetrosis, Autosomal Recessive 6
C0014854	Esophageal diverticulum
C0235812	Vitritis
C0023418	leukemia
C0010674	Cystic Fibrosis
C0010673	Endometrial cystic hyperplasia
C0010678	Cysticercosis
C0751285	Maple Syrup Urine Disease, Thiamine Responsive
C4021199	EEG with focal epileptiform discharges
C0751280	Cystic Periventricular Leukomalacia
C1860392	Renal hemangioblastoma
C2945552	Attention deficit hyperactivity disorder, combined type
C0279603	Chondroblastic osteosarcoma
C0279602	Fibroblastic osteosarcoma
C0279607	Adult Hepatocellular Carcinoma
C0279606	Childhood Hepatocellular Carcinoma
C0279609	blastema predominant Wilms tumor
C0276535	AIDS with Kaposi's sarcoma
C0751758	Advanced Sleep Phase Syndrome
C0751759	Non-24 Hour Sleep-Wake Disorder
C0751753	Carbamoyl-Phosphate Synthase I Deficiency Disease
C0751750	Argininosuccinic Acid Synthetase Deficiency Disease, Partial
C0751751	Argininosuccinic Acid Synthetase Deficiency, Complete
C1853354	Peeling skin syndrome, acral type
C0751757	Hypersomnolence, Idiopathic
C0338777	Opium Dependence
C2750090	Charcot-Marie-Tooth Disease, Axonal, Type 2n
C2750091	Cardiomyopathy, Dilated, 1FF
C1867289	Retinal calcification
C0238479	Transient osteoporosis of hip
C0238478	Transient erythroblastopenia of childhood
C1456633	Cancer, Benign
C0238472	TOXOPLASMOSIS, CHRONIC
C0005697	Neurogenic Urinary Bladder
C4277682	Chemical and Drug Induced Liver Injury
C0005695	Bladder Neoplasm
C0005694	Bladder neck obstruction
C0848548	hypertensive nephropathy
C0005699	Blast Phase
C1399358	Hemiparkinsonism
C1849316	Premature separation of centromeric heterochromatin
C1849311	Short 1st metacarpal
C2750327	Hearing loss, sensorineural (high frequency)
C2750325	Oculootodental syndrome
C4017660	BARDET-BIEDL SYNDROME 6/10, DIGENIC
C0014356	Enterocolitis
C0376323	Congestive Ophthalmopathy
C4017668	VENTRICULAR FIBRILLATION DURING MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO
C0376329	New Variant Creutzfeldt-Jakob Disease
C0596377	connective tissue hyperplasia
C2347979	Rosette-forming glioneuronal tumor of the fourth ventricle
C1867864	Poor fine motor coordination
C3280381	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY
C0236048	Polyposis, Gastric
C0018524	Hallucinations
C0018523	Hallervorden-Spatz Syndrome
C0018522	Hallermann's Syndrome
C0311277	Obesity, Abdominal
C0311276	Severe malnutrition
C0343149	Contracture of joint of foot
C4525300	Stage IIA Gallbladder Cancer AJCC v8
C4693823	ERYTHROCYTOSIS, FAMILIAL, 7
C4693822	ERYTHROCYTOSIS, FAMILIAL, 6
C4016042	VENOUS THROMBOSIS, SUSCEPTIBILITY TO
C4016044	SQUAMOUS CELL CARCINOMA, BURN SCAR-RELATED, SOMATIC
C1135191	Heart Failure, Systolic
C3280036	MECKEL SYNDROME, TYPE 10
C3280031	JOUBERT SYNDROME 13
C1135194	Chronic systolic heart failure
C1135196	Heart Failure, Diastolic
C0086501	Keratoma
C0343497	Generalized tetanus
C0343495	Lockjaw
C2751053	INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE
C2751052	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4
C0028838	Ocular Headache
C0342369	Somatotroph hyperplasia
C1850077	Supranuclear Palsy, Progressive, 1, Atypical
C1306762	Aortoiliac occlusive disease
C0009447	Common Variable Immunodeficiency
C0268218	Maroteaux-Lamy syndrome, mild form
C1837249	Malformations of Cortical Development, Group II
C1837245	Carney Complex Variant
C1837246	Intracerebral periventricular calcifications
C1837247	Antenatal intracerebral hemorrhage
C4025758	Abnormal myocardium morphology
C0038457	Stromal Dystrophies, Corneal
C0280483	Adult Anaplastic Astrocytoma
C0038450	Stridor
C1842155	Flat capital femoral epiphysis
C1411876	Developmental arithmetic disorder
C3544229	Congenital intestinal obstruction
C0796028	ATAXIA, FATAL X-LINKED, WITH DEAFNESS AND LOSS OF VISION
C4015537	THROMBOCYTOPENIA 5
C0235025	Peripheral motor neuropathy
C0009995	Cor Triatriatum
C0796022	Lujan Fryns syndrome
C0271616	Precocious female puberty
C0271614	Residual ovary syndrome
C4025751	Abnormality of the pancreas
C4706527	Startle epilepsy
C0271618	Delayed female puberty
C1336548	Systemic Anaplastic Large Cell Lymphoma
C0238399	Pulmonary lymphangiomyomatosis
C4551985	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1
C0877389	Gonarthrosis
C0085740	Mendelson Syndrome
C3809356	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3
C2678194	Mental Retardation, X-Linked, Syndromic, Christianson Type
C3809352	MECKEL SYNDROME, TYPE 11
C0239589	Pain in finger
C0003028	Anhidrosis
C0030625	Passive Cutaneous Anaphylaxis
C1858517	SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1
C1858516	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE
C0542428	Hypochondrogenesis
C0580181	Benign lymphocytic infiltration of Jessner
C1843832	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2
C0429908	Susceptibility to tuberculosis
C1856023	Abnormal vagina morphology
C1856027	Cleft in skull base
C1856029	Proximal tibial hypoplasia
C4319808	Trisomy 13 Syndrome
C0585539	X-Linked Infantile Nystagmus
C0266077	Mandibular retrognathism
C0234378	Static Tremor
C0234379	Resting Tremor
C0234376	Action Tremor
C0234377	Passive Tremor
C0234374	Coarse Tremor
C0234375	Massive Tremor
C0234372	Intermittent Tremor
C0234373	Fine Tremor
C0234370	Persistent Tremor
C0234371	Continuous Tremor
C1512433	Cervical high grade squamous intraepithelial lesion
C0019360	Herpes zoster disease
C0795820	Chromosome 7, trisomy 7p
C0795821	Chromosome 7, trisomy 7q
C0795822	Recombinant chromosome 8 syndrome
C0795824	Chromosome 8, monosomy 8p
C0795825	Chromosome 8, trisomy 8p
C0795829	Chromosome 8, trisomy 8q
C0686586	Acute leukemia in remission
C3808403	Large fleshy ears
C0343968	Hepatosplenic schistosomiasis
C4531172	Cold paresis
C0342953	Organ dysfunction syndrome
C4479260	AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2
C0424693	Broad skull
C0424690	Asymmetrical skull
C4748364	USHER SYNDROME, TYPE IV
C1504369	Allergic disorder of respiratory system
C2673612	Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive
C0300948	Caudal Regression Syndrome
C2673610	JEB-I
C2673611	Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant
C2317131	Acute rhinosinusitis
C4225424	OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY
C4225425	ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY
C4225426	THYROID CANCER, NONMEDULLARY, 2
C4225427	SINGLETON-MERTEN SYNDROME 1
C4225420	TRICHOTHIODYSTROPHY 5, NONPHOTOSENSITIVE
C4225421	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3
C0036305	Schamberg Disease
